"numero_atribuicao";"tempo_gasto"
"1000001";"38.23748"
"842829";"30.093985000000004"
"54325";"1.7621790000000033"
"94586";"3.735872999999998"
"1000001";"38.796600999999995"
"67745";"2.6064989999999995"
"1000001";"37.700423"
"1000001";"38.37973599999998"
"1000001";"37.234167000000014"
"1000001";"36.850776999999994"
