"numero_atribuicao";"tempo_gasto"
"21082";"0.518456"
"1000001";"27.019563"
"169208";"4.112970000000001"
"1000001";"43.66317299999999"
"1000001";"38.826904"
"6599";"0.19427100000000053"
"1000001";"32.275546000000006"
"109524";"3.407954999999987"
"376158";"10.412531999999999"
"176957";"5.247224999999986"
"46009";"1.2632409999999936"
"83289";"4.047219000000013"
"13967";"0.3442100000000039"
"17687";"1.698476999999997"
"1000001";"33.90384499999999"
"138114";"4.41417100000001"
"1000001";"36.86699399999998"
"282913";"7.635732999999988"
"36599";"0.9983059999999853"
"1000001";"38.82330200000001"
"49822";"3.0767700000000104"
"1000001";"33.27374100000003"
"437194";"17.15820100000002"
"165646";"4.426094999999975"
"12312";"0.3260659999999689"
"61474";"3.511731999999995"
"1000001";"35.29813300000001"
"465218";"14.497022000000015"
"111450";"4.588090999999963"
"421008";"17.787848999999994"
"1000001";"34.184979999999996"
"1000001";"35.77498299999996"
"236474";"8.62491399999999"
"4885";"0.16932500000001482"
"14954";"0.5264099999999985"
"808529";"27.486899999999935"
"116649";"3.5650969999999234"
"210906";"9.967720999999983"
"792756";"27.419502999999963"
"107879";"2.715902999999912"
"19776";"0.5149259999999458"
"42986";"1.1341049999999768"
"1000001";"25.934519000000023"
"286732";"7.371094999999968"
"1000001";"25.24414999999999"
"2436";"0.0614180000000033"
"396837";"10.199467000000027"
"69029";"1.7408209999999826"
"58553";"1.4727850000000444"
"519075";"12.726259000000027"
"1000001";"24.90897599999994"
"1000001";"25.543318999999997"
"80136";"2.015260000000012"
"494909";"12.368272999999931"
"78430";"1.928724000000102"
